# Absorption correction for a rectangular shaped sample 
# Incident energy : 34.05 
# Absorption cross section : 0.128 
# Sample shape : L= 0.35 cm, t= 0.04
# H  K  L  AbsFactor  meanPath  IncAngle  SctAngle 
0.0  0.0  6.0  0.9722708100746443  0.22044231620476804  277.3513555983574  82.64864440164263
0.0  0.0  12.0  0.9830533099472991  0.13390546898848332  284.8273496109138  75.1726503890862
0.0  0.0  18.0  0.9879709120559242  0.09474007369952264  292.5730386008202  67.4269613991798
0.0  0.0  24.0  0.9906829260045512  0.07324641743145814  300.7847661672234  59.2152338327766
3.0  0.0  0.0  0.9943243807099498  0.04446793583838618  27.861626879447954  152.13837312055205
3.0  0.0  6.0  0.9939354597386503  0.04752574966399158  13.670272938928605  135.7058989595893
3.0  0.0  12.0  0.9925556191244099  0.05838914438199052  3.4914783858971745  119.09960791860311
3.0  0.0  18.0  0.9882280101015898  0.09261318392230704  357.81379226615434  103.38836918599033
